inventory_id,warehouse_id,product_id,stock_quantity,reorder_level
100,1,100,347,50
101,1,101,180,50
102,1,102,325,50
103,1,103,218,50
104,1,104,332,50
105,1,105,220,50
106,1,106,320,50
107,1,107,78,50
108,1,108,198,50
109,1,109,200,50
110,1,110,452,50
111,1,111,254,50
112,1,112,336,50
113,1,113,108,50
114,1,114,436,50
115,1,115,364,50
116,1,116,381,50
117,1,117,429,50
118,1,118,172,50
119,1,119,490,50
120,1,120,334,50
121,1,121,322,50
122,1,122,63,50
123,1,123,364,50
124,1,124,88,50
125,1,125,180,50
126,1,126,80,50
127,1,127,142,50
128,1,128,176,50
129,1,129,79,50
130,1,130,113,50
131,1,131,211,50
132,1,132,375,50
133,1,133,92,50
134,1,134,281,50
135,1,135,218,50
136,1,136,234,50
137,1,137,325,50
138,1,138,90,50
139,1,139,314,50
140,1,140,216,50
141,1,141,236,50
142,1,142,115,50
143,1,143,269,50
144,1,144,345,50
145,1,145,295,50
146,1,146,375,50
147,1,147,490,50
148,1,148,350,50
149,1,149,496,50
150,1,150,108,50
151,1,151,304,50
152,1,152,105,50
153,1,153,270,50
154,1,154,167,50
155,1,155,91,50
156,1,156,115,50
157,1,157,181,50
158,1,158,451,50
159,1,159,250,50
160,1,160,337,50
161,1,161,47,50
162,1,162,463,50
163,1,163,203,50
164,1,164,24,50
165,1,165,268,50
166,1,166,89,50
167,1,167,119,50
168,1,168,437,50
169,1,169,216,50
170,1,170,307,50
171,1,171,278,50
172,1,172,354,50
173,1,173,273,50
174,1,174,229,50
175,1,175,370,50
176,1,176,271,50
177,1,177,232,50
178,1,178,383,50
179,1,179,450,50
180,1,180,247,50
181,1,181,270,50
182,1,182,105,50
183,1,183,62,50
184,1,184,309,50
185,1,185,35,50
186,1,186,427,50
187,1,187,409,50
188,1,188,132,50
189,1,189,169,50
190,1,190,36,50
191,1,191,160,50
192,1,192,135,50
193,1,193,295,50
194,1,194,167,50
195,1,195,106,50
196,1,196,419,50
197,1,197,254,50
198,1,198,309,50
199,1,199,400,50
200,1,200,415,50
201,2,1,412,50
202,2,2,273,50
203,2,3,301,50
204,2,4,281,50
205,2,5,77,50
206,2,6,313,50
207,2,7,78,50
208,2,8,157,50
209,2,9,416,50
210,2,10,298,50
211,2,11,441,50
212,2,12,207,50
213,2,13,297,50
214,2,14,441,50
215,2,15,407,50
216,2,16,41,50
217,2,17,409,50
218,2,18,388,50
219,2,19,245,50
220,2,20,299,50
221,2,21,131,50
222,2,22,237,50
223,2,23,72,50
224,2,24,396,50
225,2,25,444,50
226,2,26,354,50
227,2,27,404,50
228,2,28,146,50
229,2,29,172,50
230,2,30,467,50
231,2,31,36,50
232,2,32,250,50
233,2,33,154,50
234,2,34,198,50
235,2,35,461,50
236,2,36,438,50
237,2,37,64,50
238,2,38,244,50
239,2,39,463,50
240,2,40,80,50
241,2,41,417,50
242,2,42,435,50
243,2,43,141,50
244,2,44,127,50
245,2,45,435,50
246,2,46,397,50
247,2,47,321,50
248,2,48,372,50
249,2,49,199,50
250,2,50,460,50
251,2,51,383,50
252,2,52,332,50
253,2,53,343,50
254,2,54,239,50
255,2,55,104,50
256,2,56,335,50
257,2,57,91,50
258,2,58,421,50
259,2,59,125,50
260,2,60,436,50
261,2,61,125,50
262,2,62,432,50
263,2,63,50,50
264,2,64,311,50
265,2,65,199,50
266,2,66,292,50
267,2,67,163,50
268,2,68,325,50
269,2,69,295,50
270,2,70,106,50
271,2,71,185,50
272,2,72,380,50
273,2,73,169,50
274,2,74,168,50
275,2,75,313,50
276,2,76,156,50
277,2,77,459,50
278,2,78,283,50
279,2,79,480,50
280,2,80,367,50
281,2,81,437,50
282,2,82,68,50
283,2,83,89,50
284,2,84,404,50
285,2,85,422,50
286,2,86,230,50
287,2,87,490,50
288,2,88,50,50
289,2,89,161,50
290,2,90,463,50
291,2,91,355,50
292,2,92,84,50
293,2,93,379,50
294,2,94,463,50
295,2,95,87,50
296,2,96,147,50
297,2,97,94,50
298,2,98,384,50
299,2,99,184,50
300,2,100,444,50
301,2,101,146,50
302,2,102,409,50
303,2,103,451,50
304,2,104,366,50
305,2,105,221,50
306,2,106,270,50
307,2,107,92,50
308,2,108,315,50
309,2,109,343,50
310,2,110,157,50
311,2,111,341,50
312,2,112,232,50
313,2,113,212,50
314,2,114,251,50
315,2,115,58,50
316,2,116,344,50
317,2,117,426,50
318,2,118,470,50
319,2,119,413,50
320,2,120,67,50
321,2,121,226,50
322,2,122,283,50
323,2,123,403,50
324,2,124,162,50
325,2,125,375,50
326,2,126,499,50
327,2,127,469,50
328,2,128,208,50
329,2,129,252,50
330,2,130,269,50
331,2,131,187,50
332,2,132,317,50
333,2,133,21,50
334,2,134,464,50
335,2,135,416,50
336,2,136,453,50
337,2,137,395,50
338,2,138,67,50
339,2,139,394,50
340,2,140,254,50
341,2,141,345,50
342,2,142,360,50
343,2,143,377,50
344,2,144,203,50
345,2,145,455,50
346,2,146,52,50
347,2,147,427,50
348,2,148,293,50
349,2,149,223,50
350,2,150,131,50
351,2,151,239,50
352,2,152,442,50
353,2,153,128,50
354,2,154,273,50
355,2,155,157,50
356,2,156,185,50
357,2,157,444,50
358,2,158,165,50
359,2,159,192,50
360,2,160,300,50
361,2,161,315,50
362,2,162,86,50
363,2,163,309,50
364,2,164,456,50
365,2,165,268,50
366,2,166,423,50
367,2,167,195,50
368,2,168,477,50
369,2,169,369,50
370,2,170,410,50
371,2,171,44,50
372,2,172,43,50
373,2,173,70,50
374,2,174,340,50
375,2,175,421,50
376,2,176,448,50
377,2,177,255,50
378,2,178,28,50
379,2,179,83,50
380,2,180,495,50
381,2,181,459,50
382,2,182,100,50
383,2,183,245,50
384,2,184,253,50
385,2,185,20,50
386,2,186,239,50
387,2,187,123,50
388,2,188,372,50
389,2,189,485,50
390,2,190,87,50
391,2,191,471,50
392,2,192,352,50
393,2,193,174,50
394,2,194,101,50
395,2,195,467,50
396,2,196,497,50
397,2,197,468,50
398,2,198,160,50
399,2,199,67,50
400,2,200,355,50
401,3,1,204,50
402,3,2,148,50
403,3,3,62,50
404,3,4,210,50
405,3,5,360,50
406,3,6,482,50
407,3,7,352,50
408,3,8,104,50
409,3,9,46,50
410,3,10,222,50
411,3,11,340,50
412,3,12,176,50
413,3,13,391,50
414,3,14,378,50
415,3,15,406,50
416,3,16,139,50
417,3,17,239,50
418,3,18,355,50
419,3,19,66,50
420,3,20,380,50
421,3,21,68,50
422,3,22,20,50
423,3,23,129,50
424,3,24,264,50
425,3,25,59,50
426,3,26,87,50
427,3,27,323,50
428,3,28,135,50
429,3,29,285,50
430,3,30,368,50
431,3,31,247,50
432,3,32,24,50
433,3,33,24,50
434,3,34,376,50
435,3,35,195,50
436,3,36,438,50
437,3,37,81,50
438,3,38,460,50
439,3,39,236,50
440,3,40,375,50
441,3,41,87,50
442,3,42,264,50
443,3,43,56,50
444,3,44,137,50
445,3,45,216,50
446,3,46,65,50
447,3,47,394,50
448,3,48,432,50
449,3,49,72,50
450,3,50,72,50
451,3,51,180,50
452,3,52,208,50
453,3,53,471,50
454,3,54,173,50
455,3,55,90,50
456,3,56,215,50
457,3,57,416,50
458,3,58,436,50
459,3,59,405,50
460,3,60,467,50
461,3,61,88,50
462,3,62,348,50
463,3,63,366,50
464,3,64,93,50
465,3,65,55,50
466,3,66,291,50
467,3,67,308,50
468,3,68,24,50
469,3,69,332,50
470,3,70,352,50
471,3,71,104,50
472,3,72,245,50
473,3,73,199,50
474,3,74,389,50
475,3,75,129,50
476,3,76,341,50
477,3,77,403,50
478,3,78,97,50
479,3,79,490,50
480,3,80,230,50
481,3,81,335,50
482,3,82,371,50
483,3,83,246,50
484,3,84,460,50
485,3,85,131,50
486,3,86,64,50
487,3,87,479,50
488,3,88,71,50
489,3,89,91,50
490,3,90,405,50
491,3,91,83,50
492,3,92,321,50
493,3,93,393,50
494,3,94,216,50
495,3,95,199,50
496,3,96,239,50
497,3,97,181,50
498,3,98,425,50
499,3,99,91,50
500,3,100,146,50
501,3,101,161,50
502,3,102,350,50
503,3,103,63,50
504,3,104,147,50
505,3,105,303,50
506,3,106,327,50
507,3,107,327,50
508,3,108,389,50
509,3,109,331,50
510,3,110,165,50
511,3,111,418,50
512,3,112,373,50
513,3,113,33,50
514,3,114,454,50
515,3,115,453,50
516,3,116,357,50
517,3,117,468,50
518,3,118,174,50
519,3,119,125,50
520,3,120,285,50
521,3,121,330,50
522,3,122,280,50
523,3,123,116,50
524,3,124,402,50
525,3,125,220,50
526,3,126,171,50
527,3,127,350,50
528,3,128,47,50
529,3,129,421,50
530,3,130,479,50
531,3,131,426,50
532,3,132,142,50
533,3,133,273,50
534,3,134,217,50
535,3,135,77,50
536,3,136,143,50
537,3,137,275,50
538,3,138,346,50
539,3,139,324,50
540,3,140,56,50
541,3,141,290,50
542,3,142,475,50
543,3,143,26,50
544,3,144,204,50
545,3,145,498,50
546,3,146,182,50
547,3,147,87,50
548,3,148,218,50
549,3,149,460,50
550,3,150,449,50
551,3,151,311,50
552,3,152,235,50
553,3,153,207,50
554,3,154,299,50
555,3,155,369,50
556,3,156,108,50
557,3,157,410,50
558,3,158,261,50
559,3,159,414,50
560,3,160,57,50
561,3,161,28,50
562,3,162,320,50
563,3,163,54,50
564,3,164,27,50
565,3,165,154,50
566,3,166,130,50
567,3,167,40,50
568,3,168,492,50
569,3,169,50,50
570,3,170,424,50
571,3,171,223,50
572,3,172,279,50
573,3,173,166,50
574,3,174,341,50
575,3,175,384,50
576,3,176,276,50
577,3,177,412,50
578,3,178,232,50
579,3,179,236,50
580,3,180,379,50
581,3,181,225,50
582,3,182,62,50
583,3,183,347,50
584,3,184,294,50
585,3,185,295,50
586,3,186,335,50
587,3,187,98,50
588,3,188,162,50
589,3,189,62,50
590,3,190,178,50
591,3,191,60,50
592,3,192,281,50
593,3,193,491,50
594,3,194,124,50
595,3,195,433,50
596,3,196,99,50
597,3,197,294,50
598,3,198,187,50
599,3,199,220,50
600,3,200,320,50
601,4,1,344,50
602,4,2,410,50
603,4,3,447,50
604,4,4,352,50
605,4,5,368,50
606,4,6,349,50
607,4,7,53,50
608,4,8,178,50
609,4,9,377,50
610,4,10,243,50
611,4,11,393,50
612,4,12,453,50
613,4,13,142,50
614,4,14,49,50
615,4,15,145,50
616,4,16,64,50
617,4,17,493,50
618,4,18,242,50
619,4,19,79,50
620,4,20,252,50
621,4,21,333,50
622,4,22,331,50
623,4,23,48,50
624,4,24,178,50
625,4,25,361,50
626,4,26,399,50
627,4,27,356,50
628,4,28,399,50
629,4,29,109,50
630,4,30,81,50
631,4,31,26,50
632,4,32,382,50
633,4,33,90,50
634,4,34,379,50
635,4,35,25,50
636,4,36,103,50
637,4,37,274,50
638,4,38,197,50
639,4,39,287,50
640,4,40,284,50
641,4,41,420,50
642,4,42,441,50
643,4,43,389,50
644,4,44,152,50
645,4,45,105,50
646,4,46,210,50
647,4,47,84,50
648,4,48,403,50
649,4,49,419,50
650,4,50,467,50
651,4,51,157,50
652,4,52,395,50
653,4,53,473,50
654,4,54,80,50
655,4,55,414,50
656,4,56,480,50
657,4,57,35,50
658,4,58,191,50
659,4,59,433,50
660,4,60,239,50
661,4,61,159,50
662,4,62,288,50
663,4,63,52,50
664,4,64,154,50
665,4,65,384,50
666,4,66,315,50
667,4,67,341,50
668,4,68,59,50
669,4,69,274,50
670,4,70,253,50
671,4,71,281,50
672,4,72,204,50
673,4,73,48,50
674,4,74,275,50
675,4,75,459,50
676,4,76,310,50
677,4,77,105,50
678,4,78,208,50
679,4,79,100,50
680,4,80,150,50
681,4,81,415,50
682,4,82,72,50
683,4,83,477,50
684,4,84,313,50
685,4,85,365,50
686,4,86,390,50
687,4,87,79,50
688,4,88,136,50
689,4,89,399,50
690,4,90,280,50
691,4,91,21,50
692,4,92,42,50
693,4,93,459,50
694,4,94,461,50
695,4,95,26,50
696,4,96,145,50
697,4,97,43,50
698,4,98,261,50
699,4,99,206,50
700,4,100,216,50
701,4,101,491,50
702,4,102,96,50
703,4,103,111,50
704,4,104,496,50
705,4,105,459,50
706,4,106,38,50
707,4,107,303,50
708,4,108,431,50
709,4,109,487,50
710,4,110,385,50
711,4,111,399,50
712,4,112,355,50
713,4,113,234,50
714,4,114,134,50
715,4,115,184,50
716,4,116,147,50
717,4,117,233,50
718,4,118,488,50
719,4,119,388,50
720,4,120,183,50
721,4,121,158,50
722,4,122,442,50
723,4,123,59,50
724,4,124,312,50
725,4,125,210,50
726,4,126,81,50
727,4,127,277,50
728,4,128,364,50
729,4,129,481,50
730,4,130,46,50
731,4,131,111,50
732,4,132,134,50
733,4,133,431,50
734,4,134,284,50
735,4,135,43,50
736,4,136,225,50
737,4,137,55,50
738,4,138,469,50
739,4,139,258,50
740,4,140,463,50
741,4,141,164,50
742,4,142,416,50
743,4,143,452,50
744,4,144,179,50
745,4,145,187,50
746,4,146,64,50
747,4,147,303,50
748,4,148,253,50
749,4,149,24,50
750,4,150,208,50
751,4,151,122,50
752,4,152,169,50
753,4,153,308,50
754,4,154,421,50
755,4,155,175,50
756,4,156,398,50
757,4,157,338,50
758,4,158,144,50
759,4,159,257,50
760,4,160,208,50
761,4,161,322,50
762,4,162,272,50
763,4,163,415,50
764,4,164,417,50
765,4,165,120,50
766,4,166,395,50
767,4,167,481,50
768,4,168,299,50
769,4,169,409,50
770,4,170,427,50
771,4,171,145,50
772,4,172,97,50
773,4,173,23,50
774,4,174,497,50
775,4,175,229,50
776,4,176,32,50
777,4,177,139,50
778,4,178,297,50
779,4,179,197,50
780,4,180,345,50
781,4,181,449,50
782,4,182,375,50
783,4,183,469,50
784,4,184,24,50
785,4,185,191,50
786,4,186,20,50
787,4,187,408,50
788,4,188,356,50
789,4,189,212,50
790,4,190,454,50
791,4,191,397,50
792,4,192,392,50
793,4,193,177,50
794,4,194,73,50
795,4,195,125,50
796,4,196,291,50
797,4,197,141,50
798,4,198,234,50
799,4,199,271,50
800,4,200,50,50
801,5,1,92,50
802,5,2,384,50
803,5,3,163,50
804,5,4,67,50
805,5,5,42,50
806,5,6,491,50
807,5,7,138,50
808,5,8,479,50
809,5,9,452,50
810,5,10,286,50
811,5,11,231,50
812,5,12,378,50
813,5,13,478,50
814,5,14,210,50
815,5,15,254,50
816,5,16,402,50
817,5,17,63,50
818,5,18,317,50
819,5,19,68,50
820,5,20,278,50
821,5,21,88,50
822,5,22,346,50
823,5,23,439,50
824,5,24,221,50
825,5,25,58,50
826,5,26,323,50
827,5,27,310,50
828,5,28,51,50
829,5,29,242,50
830,5,30,359,50
831,5,31,86,50
832,5,32,141,50
833,5,33,169,50
834,5,34,153,50
835,5,35,455,50
836,5,36,181,50
837,5,37,494,50
838,5,38,430,50
839,5,39,221,50
840,5,40,378,50
841,5,41,445,50
842,5,42,396,50
843,5,43,187,50
844,5,44,182,50
845,5,45,251,50
846,5,46,159,50
847,5,47,139,50
848,5,48,58,50
849,5,49,123,50
850,5,50,89,50
851,5,51,419,50
852,5,52,414,50
853,5,53,319,50
854,5,54,75,50
855,5,55,99,50
856,5,56,74,50
857,5,57,104,50
858,5,58,250,50
859,5,59,258,50
860,5,60,180,50
861,5,61,228,50
862,5,62,81,50
863,5,63,294,50
864,5,64,203,50
865,5,65,414,50
866,5,66,126,50
867,5,67,251,50
868,5,68,177,50
869,5,69,257,50
870,5,70,155,50
871,5,71,456,50
872,5,72,81,50
873,5,73,66,50
874,5,74,100,50
875,5,75,433,50
876,5,76,371,50
877,5,77,175,50
878,5,78,443,50
879,5,79,380,50
880,5,80,376,50
881,5,81,328,50
882,5,82,40,50
883,5,83,130,50
884,5,84,447,50
885,5,85,458,50
886,5,86,187,50
887,5,87,95,50
888,5,88,66,50
889,5,89,384,50
890,5,90,147,50
891,5,91,202,50
892,5,92,222,50
893,5,93,282,50
894,5,94,45,50
895,5,95,366,50
896,5,96,173,50
897,5,97,153,50
898,5,98,439,50
899,5,99,109,50
900,5,100,35,50
901,5,101,227,50
902,5,102,457,50
903,5,103,251,50
904,5,104,304,50
905,5,105,403,50
906,5,106,301,50
907,5,107,147,50
908,5,108,68,50
909,5,109,256,50
910,5,110,72,50
911,5,111,431,50
912,5,112,426,50
913,5,113,91,50
914,5,114,82,50
915,5,115,26,50
916,5,116,51,50
917,5,117,445,50
918,5,118,419,50
919,5,119,133,50
920,5,120,86,50
921,5,121,121,50
922,5,122,441,50
923,5,123,225,50
924,5,124,210,50
925,5,125,371,50
926,5,126,342,50
927,5,127,500,50
928,5,128,350,50
929,5,129,63,50
930,5,130,318,50
931,5,131,320,50
932,5,132,152,50
933,5,133,489,50
934,5,134,436,50
935,5,135,58,50
936,5,136,31,50
937,5,137,53,50
938,5,138,121,50
939,5,139,482,50
940,5,140,350,50
941,5,141,247,50
942,5,142,434,50
943,5,143,85,50
944,5,144,67,50
945,5,145,483,50
946,5,146,453,50
947,5,147,444,50
948,5,148,434,50
949,5,149,189,50
950,5,150,82,50
951,5,151,41,50
952,5,152,256,50
953,5,153,45,50
954,5,154,106,50
955,5,155,493,50
956,5,156,313,50
957,5,157,241,50
958,5,158,440,50
959,5,159,390,50
960,5,160,222,50
961,5,161,274,50
962,5,162,35,50
963,5,163,215,50
964,5,164,369,50
965,5,165,238,50
966,5,166,108,50
967,5,167,201,50
968,5,168,129,50
969,5,169,485,50
970,5,170,115,50
971,5,171,160,50
972,5,172,163,50
973,5,173,248,50
974,5,174,472,50
975,5,175,96,50
976,5,176,37,50
977,5,177,334,50
978,5,178,337,50
979,5,179,335,50
980,5,180,145,50
981,5,181,351,50
982,5,182,171,50
983,5,183,275,50
984,5,184,230,50
985,5,185,471,50
986,5,186,301,50
987,5,187,265,50
988,5,188,51,50
989,5,189,64,50
990,5,190,163,50
991,5,191,216,50
992,5,192,90,50
993,5,193,234,50
994,5,194,122,50
995,5,195,349,50
996,5,196,472,50
997,5,197,428,50
998,5,198,289,50
999,5,199,147,50
1000,5,200,342,50
