return_id,order_item_id,return_reason,return_date,refund_amount
187,1910,Damaged,2025-10-08,20919.51
188,1918,Damaged,2026-02-15,12802.77
189,1924,Damaged,2026-03-11,5614.84
190,1931,Damaged,2025-10-06,6822.53
191,1932,Damaged,2026-02-23,14876.1
192,1933,Damaged,2025-09-24,10688.77
193,1948,Damaged,2026-01-25,5541.27
194,1953,Damaged,2026-05-07,3292.24
195,1962,Damaged,2026-07-17,17550.99
196,2000,Damaged,2025-09-28,539.4
197,2005,Damaged,2025-11-09,288.59
198,2014,Damaged,2026-01-27,11868.03
199,2015,Damaged,2026-01-22,5646.4
200,2022,Damaged,2025-11-02,18992.16
201,2032,Damaged,2025-12-26,7464.36
202,2035,Damaged,2026-08-02,6787.68
203,2043,Damaged,2026-07-30,7372.87
204,2070,Damaged,2025-08-05,31644.36
205,2072,Damaged,2026-07-07,4576.44
206,2104,Damaged,2026-07-19,6777.76
207,2113,Damaged,2026-04-08,6283.62
208,2145,Damaged,2026-02-16,9321.17
209,2169,Damaged,2026-06-05,6407.1
210,2176,Damaged,2025-08-15,731.53
211,2183,Damaged,2025-10-07,1075.3
212,2196,Damaged,2026-01-30,12295.53
213,2202,Damaged,2026-03-18,14081.05
214,2213,Damaged,2025-09-07,20239.88
215,2216,Damaged,2026-05-21,21707.7
216,2218,Damaged,2025-08-29,22833.87
217,2228,Damaged,2026-08-02,21973.91
218,2237,Damaged,2025-11-14,8801.31
219,2248,Damaged,2026-06-10,10349.91
220,2274,Damaged,2025-12-10,19592.43
221,2301,Damaged,2025-08-05,14729.77
222,2306,Damaged,2026-05-10,7264.36
223,2309,Damaged,2025-11-14,18274.34
224,2318,Damaged,2026-04-17,29077.73
225,2320,Damaged,2026-02-20,4431.24
226,2343,Damaged,2025-08-10,6999.82
227,2361,Damaged,2026-07-29,21118.33
228,2366,Damaged,2025-11-06,6487.82
229,2368,Damaged,2025-09-21,2259.18
230,2382,Damaged,2026-04-19,21353.7
231,2385,Damaged,2025-12-18,963.55
232,2386,Damaged,2025-08-06,20021.88
233,2398,Damaged,2026-06-12,18900.62
234,2422,Damaged,2026-03-06,3152.06
235,2443,Damaged,2026-02-11,2594.95
236,2468,Damaged,2026-07-19,14880.86
237,2479,Damaged,2026-03-29,21347.42
238,2480,Damaged,2026-07-18,10168.18
239,2492,Damaged,2025-12-14,3080.62
240,2498,Damaged,2025-11-16,7686.18
241,2507,Damaged,2025-12-19,6934.3
242,2524,Damaged,2026-03-28,2010.21
243,2527,Damaged,2026-04-30,6261.28
244,2531,Damaged,2026-01-31,5398.24
245,2549,Damaged,2026-07-31,5077.75
246,2552,Damaged,2026-03-15,18261.36
247,2560,Damaged,2025-09-15,10700.63
248,2561,Damaged,2025-12-15,13604.82
249,2564,Damaged,2025-12-14,11306.43
250,2575,Damaged,2025-08-10,3571.59
251,2577,Damaged,2025-11-03,11308.93
252,2603,Damaged,2026-07-27,588.79
253,2622,Damaged,2026-04-10,2594.35
254,2625,Damaged,2026-07-10,5012.77
255,2656,Damaged,2025-10-04,1102.45
256,2657,Damaged,2026-06-30,11440.98
257,2660,Damaged,2025-11-08,6082.39
258,2671,Damaged,2025-08-26,16635.03
259,2674,Damaged,2026-01-12,12309.52
260,2677,Damaged,2025-10-09,840.37
261,2692,Damaged,2025-11-25,3000.52
262,2714,Damaged,2025-10-29,2585.81
263,2717,Damaged,2026-04-20,1355.84
264,2729,Damaged,2025-12-27,19416.27
265,2750,Damaged,2026-06-21,5218.9
266,2755,Damaged,2025-09-29,5724.66
267,2773,Damaged,2026-03-14,6084.41
268,2775,Damaged,2026-01-29,4406.08
269,2803,Damaged,2025-12-03,5371.69
270,2806,Damaged,2026-06-29,833.27
271,2825,Damaged,2025-09-17,11291.53
272,2827,Damaged,2025-09-03,20120.44
273,2831,Damaged,2025-11-23,4946.48
274,2833,Damaged,2026-02-17,6272.56
275,2835,Damaged,2025-11-21,9399.04
276,2843,Damaged,2026-07-18,20095.25
277,2852,Damaged,2025-08-13,2166.57
278,2853,Damaged,2026-02-11,1243.05
279,2855,Damaged,2025-10-07,2602.11
280,2876,Damaged,2026-04-09,5016.02
281,2886,Damaged,2026-07-31,10630.67
282,2915,Damaged,2026-05-20,25960.38
283,2918,Damaged,2025-11-09,7261.74
284,2923,Damaged,2025-10-07,11534.44
285,2936,Damaged,2025-08-25,7817.84
286,2940,Damaged,2026-07-31,3760.91
287,2951,Damaged,2026-04-08,6714.0
288,2953,Damaged,2025-09-11,5447.67
289,2954,Damaged,2025-09-25,10464.4
290,2957,Damaged,2026-01-23,21257.6
291,2986,Damaged,2026-06-04,4703.95
292,3004,Damaged,2026-08-05,6189.57
293,3024,Damaged,2025-12-15,6475.06
294,3025,Damaged,2026-07-17,5117.85
295,3027,Damaged,2026-06-05,7292.94
296,3079,Damaged,2026-03-02,7880.14
297,3080,Damaged,2025-09-09,16983.59
298,3087,Damaged,2026-05-09,4525.66
299,3109,Damaged,2026-04-07,6762.1
300,3123,Damaged,2025-09-04,17731.6
301,3125,Damaged,2026-01-21,1241.57
302,3132,Damaged,2026-03-23,5446.93
303,3137,Damaged,2025-11-24,1938.41
304,3153,Damaged,2025-11-11,7040.23
305,3156,Damaged,2025-11-10,6463.45
306,3159,Damaged,2025-08-09,2791.68
307,3160,Damaged,2026-07-09,11107.56
308,3177,Damaged,2026-07-17,1577.47
309,3179,Damaged,2026-06-25,4396.1
310,3181,Damaged,2025-09-18,957.59
311,3185,Damaged,2025-09-14,10843.5
312,3200,Damaged,2025-10-23,12825.87
313,3205,Damaged,2026-07-21,3765.45
314,3222,Damaged,2026-03-22,4679.24
315,3223,Damaged,2026-03-31,4686.26
316,3225,Damaged,2026-06-04,5656.15
317,3230,Damaged,2025-12-02,659.72
318,3234,Damaged,2026-03-02,20613.65
319,3274,Damaged,2026-01-20,191.36
320,3304,Damaged,2025-10-27,2336.17
321,3317,Damaged,2026-03-21,13896.12
322,3336,Damaged,2025-08-11,10260.11
323,3351,Damaged,2025-08-05,6189.52
324,3359,Damaged,2026-06-27,6489.13
325,3368,Damaged,2025-11-11,7149.15
326,3377,Damaged,2026-01-17,9320.94
327,3385,Damaged,2026-01-26,6100.07
328,3392,Damaged,2026-04-13,16593.97
329,3397,Damaged,2026-04-27,6484.4
330,3427,Damaged,2025-08-25,24339.71
331,3447,Damaged,2025-10-14,4570.47
332,3454,Damaged,2025-08-25,787.81
333,3464,Damaged,2026-06-12,29072.8
334,3470,Damaged,2026-03-01,22028.77
335,3488,Damaged,2026-02-08,3061.03
336,3489,Damaged,2026-05-18,6263.41
337,3490,Damaged,2025-09-07,5349.96
338,3514,Damaged,2026-06-04,10244.45
339,3526,Damaged,2026-03-04,17934.94
340,3530,Damaged,2025-08-25,2256.22
341,3575,Damaged,2025-11-13,22613.44
342,3589,Damaged,2026-06-25,7137.59
343,3595,Damaged,2026-05-07,14454.77
344,3600,Damaged,2026-01-14,9116.78
345,3605,Damaged,2026-03-19,8805.56
346,3613,Damaged,2025-10-28,4565.42
347,3618,Damaged,2026-08-05,2507.44
348,3620,Damaged,2025-09-27,5651.74
349,3623,Damaged,2026-03-27,10698.03
350,3629,Damaged,2025-11-29,6439.1
351,3635,Damaged,2025-10-09,3094.41
352,3639,Damaged,2025-11-08,3622.38
353,3645,Damaged,2025-08-31,8876.18
354,3656,Damaged,2026-06-01,24339.85
355,3676,Damaged,2025-09-01,1580.52
356,3681,Damaged,2026-01-12,8840.09
357,3684,Damaged,2026-03-10,19734.29
358,3693,Damaged,2026-01-27,7525.9
359,3705,Damaged,2026-01-28,11845.41
360,3723,Damaged,2026-04-01,6788.5
361,3741,Damaged,2026-06-02,21833.62
362,3744,Damaged,2025-12-07,4939.25
363,3763,Damaged,2026-03-29,7100.03
364,3764,Damaged,2025-11-15,25084.17
365,3768,Damaged,2025-12-08,6770.91
366,3769,Damaged,2026-07-24,239.07
367,3779,Damaged,2026-06-20,5920.28
368,3780,Damaged,2026-07-27,966.15
369,3781,Damaged,2026-03-11,8509.95
370,3782,Damaged,2026-07-26,14731.01
371,3788,Damaged,2026-01-25,12066.98
372,3812,Damaged,2025-10-30,7545.32
373,3822,Damaged,2026-05-29,5223.32
374,3825,Damaged,2025-08-26,24472.39
375,3827,Damaged,2026-03-10,18899.59
376,3830,Damaged,2025-08-23,826.86
377,3849,Damaged,2026-05-04,9066.8
378,3850,Damaged,2026-04-14,3074.15
379,3863,Damaged,2025-10-29,4676.83
380,3868,Damaged,2026-04-10,4081.61
381,3872,Damaged,2026-01-16,23130.69
382,3876,Damaged,2026-07-10,6174.88
383,3906,Damaged,2025-08-13,1932.12
384,3915,Damaged,2026-07-27,826.13
385,3918,Damaged,2026-05-12,11462.4
386,3932,Damaged,2025-10-10,5827.21
387,3940,Damaged,2025-09-20,15078.4
388,3954,Damaged,2025-09-05,22195.99
389,3959,Damaged,2026-07-25,25313.83
390,3974,Damaged,2025-11-14,8790.62
391,3984,Damaged,2026-04-01,10944.34
392,3992,Damaged,2025-12-02,10697.05
393,4004,Damaged,2025-11-17,16270.57
394,4016,Damaged,2025-10-12,14580.47
395,4025,Damaged,2026-02-07,5971.33
396,4048,Damaged,2026-04-13,5622.8
397,4062,Damaged,2026-02-04,666.71
398,4071,Damaged,2025-11-03,10948.42
399,4075,Damaged,2026-05-02,11339.22
400,4078,Damaged,2026-07-06,2426.69
401,4105,Damaged,2026-03-24,5831.89
402,4116,Damaged,2026-07-14,13267.77
403,4120,Damaged,2026-05-30,1337.47
404,4131,Damaged,2025-11-23,8892.79
405,4135,Damaged,2025-09-27,10421.14
406,4144,Damaged,2026-02-07,9724.15
407,4145,Damaged,2025-10-25,443.08
408,4151,Damaged,2025-09-04,5432.8
409,4155,Damaged,2025-09-24,9142.48
410,4164,Damaged,2026-01-30,2289.21
411,4168,Damaged,2025-11-07,1712.82
412,4177,Damaged,2025-11-21,21411.98
413,4188,Damaged,2026-05-25,16532.6
414,4215,Damaged,2026-03-19,5976.28
415,4218,Damaged,2026-05-04,12304.5
416,4223,Damaged,2025-11-22,10457.26
417,4236,Damaged,2025-08-15,1330.77
418,4241,Damaged,2026-01-12,14177.55
419,4251,Damaged,2025-12-30,10907.7
420,4261,Damaged,2026-02-06,6731.33
421,4262,Damaged,2026-01-08,24351.05
422,4274,Damaged,2026-03-06,7902.43
423,4285,Damaged,2025-11-08,1702.82
424,4286,Damaged,2026-07-18,10425.43
425,4291,Damaged,2025-08-11,17624.68
426,4294,Damaged,2026-01-12,9749.08
427,4313,Damaged,2025-12-23,3578.94
428,4315,Damaged,2026-04-05,14247.51
429,4322,Damaged,2025-08-06,4891.38
430,4331,Damaged,2025-09-10,4238.67
431,4335,Damaged,2026-03-21,783.17
432,4338,Damaged,2025-10-03,447.88
433,4340,Damaged,2025-10-31,7199.15
434,4344,Damaged,2025-09-01,12923.72
435,4345,Damaged,2026-04-21,1327.65
436,4347,Damaged,2026-02-21,4847.08
437,4348,Damaged,2026-05-04,2163.58
438,4350,Damaged,2026-03-01,15823.65
439,4351,Damaged,2025-09-05,5892.86
440,4355,Damaged,2025-10-29,22604.4
441,4364,Damaged,2026-06-12,5810.57
442,4374,Damaged,2026-06-13,19647.26
443,4386,Damaged,2026-07-27,3731.36
444,4387,Damaged,2025-09-22,6177.43
445,4392,Damaged,2025-11-16,25614.84
446,4394,Damaged,2025-12-18,1177.89
447,4419,Damaged,2025-09-28,12289.97
448,4468,Damaged,2026-06-23,1328.92
449,4475,Damaged,2026-07-22,14729.8
450,4479,Damaged,2026-07-28,16524.94
451,4503,Damaged,2026-06-22,12360.1
452,4529,Damaged,2025-10-28,1330.08
453,4532,Damaged,2025-08-29,10982.69
454,4533,Damaged,2026-06-02,6972.67
455,4545,Damaged,2026-02-01,15813.35
456,4581,Damaged,2025-11-03,2502.87
457,4586,Damaged,2026-07-20,1548.31
458,4609,Damaged,2025-12-02,6184.57
459,4610,Damaged,2025-10-02,12082.24
460,4613,Damaged,2025-12-10,14253.53
461,4615,Damaged,2025-12-01,2242.03
462,4617,Damaged,2025-12-28,3946.18
463,4629,Damaged,2026-01-01,7956.09
464,4633,Damaged,2026-02-20,3449.22
465,4634,Damaged,2026-05-06,12169.2
466,4644,Damaged,2025-08-17,10469.22
467,4653,Damaged,2026-03-07,6145.07
468,4665,Damaged,2026-05-21,10374.0
469,4674,Damaged,2025-10-25,19383.49
470,4700,Damaged,2026-05-29,5223.99
471,4721,Damaged,2026-01-14,1851.96
472,4722,Damaged,2025-08-29,4857.97
473,4729,Damaged,2025-12-12,5014.06
474,4740,Damaged,2026-03-14,14265.41
475,4749,Damaged,2025-10-27,1817.0
476,4752,Damaged,2026-06-06,24367.6
477,4763,Damaged,2025-11-10,9137.62
478,4766,Damaged,2026-05-31,22029.31
479,4771,Damaged,2026-06-02,2857.11
480,4773,Damaged,2026-05-01,13565.62
481,4778,Damaged,2026-04-23,9753.01
482,4782,Damaged,2026-06-22,7127.52
483,4787,Damaged,2026-04-07,3755.42
484,4791,Damaged,2026-01-26,5525.14
485,4802,Damaged,2026-05-13,5498.65
486,4818,Damaged,2026-03-30,3058.68
487,4820,Damaged,2026-06-19,4888.92
488,4836,Damaged,2026-03-19,6136.93
489,4858,Damaged,2026-06-15,715.12
490,4861,Damaged,2026-04-03,480.41
491,4868,Damaged,2026-05-07,5912.64
492,4898,Damaged,2026-06-03,12523.79
493,4902,Damaged,2026-01-04,4558.03
494,4914,Damaged,2026-01-29,5725.26
495,4926,Damaged,2026-03-16,4719.01
496,4947,Damaged,2025-09-10,5028.69
497,4949,Damaged,2026-05-15,6176.37
498,4955,Damaged,2025-10-20,9132.09
499,4965,Damaged,2026-04-26,8491.61
500,4967,Damaged,2025-08-26,7661.44
501,4974,Damaged,2026-05-14,1863.44
502,4981,Damaged,2026-01-14,14168.33
503,4982,Damaged,2025-10-25,19140.68
504,4988,Damaged,2026-03-21,17696.88
505,4991,Damaged,2025-10-19,5762.81
506,4993,Damaged,2026-06-08,17115.38
507,5013,Damaged,2026-07-27,1361.95
508,5014,Damaged,2025-08-29,6398.29
509,5017,Damaged,2026-05-03,2614.65
510,5030,Damaged,2026-07-26,10410.89
511,5040,Damaged,2026-03-14,4513.66
512,5045,Damaged,2026-03-21,19146.33
513,5055,Damaged,2026-03-06,10855.29
514,5060,Damaged,2026-06-10,7196.8
515,5073,Damaged,2025-11-01,9734.21
516,5074,Damaged,2026-04-11,7688.26
517,5171,Damaged,2025-11-15,7694.39
518,5175,Damaged,2025-09-23,18134.53
519,5199,Damaged,2026-06-01,9531.71
520,5200,Damaged,2025-11-07,19472.92
521,5209,Damaged,2025-11-11,16391.99
522,5214,Damaged,2026-06-23,5402.47
523,5232,Damaged,2026-06-07,6182.42
524,5273,Damaged,2026-07-25,22169.76
525,5274,Damaged,2026-04-24,4100.33
526,5285,Damaged,2026-01-18,5115.63
527,5304,Damaged,2026-07-26,15458.36
528,5305,Damaged,2026-06-16,19260.87
529,5318,Damaged,2026-04-07,3612.34
530,5321,Damaged,2026-01-23,5195.45
531,5338,Damaged,2026-02-07,1516.06
532,5339,Damaged,2026-03-12,11292.54
533,5340,Damaged,2026-02-23,8717.25
534,5380,Damaged,2026-02-23,1934.34
535,5381,Damaged,2025-11-24,13158.19
536,5389,Damaged,2025-09-29,24351.77
537,5422,Damaged,2026-01-26,21817.83
538,5434,Damaged,2026-07-22,3630.05
539,5436,Damaged,2025-11-04,1699.77
540,5439,Damaged,2025-11-26,14175.7
541,5440,Damaged,2026-03-01,14580.82
542,5458,Damaged,2025-11-22,17562.91
543,5475,Damaged,2026-07-09,24339.1
544,5485,Damaged,2025-08-13,23092.94
545,5498,Damaged,2026-04-27,17608.19
546,5500,Damaged,2025-08-10,6275.4
547,5510,Damaged,2025-12-16,10694.09
548,5521,Damaged,2026-02-15,4380.88
549,5526,Damaged,2026-05-19,9798.86
550,5564,Damaged,2026-08-02,11068.19
551,5575,Damaged,2025-12-24,2427.22
552,5576,Damaged,2026-03-21,16654.21
553,5580,Damaged,2026-04-18,18876.58
554,5586,Damaged,2025-09-07,16654.03
555,5589,Damaged,2026-02-09,8180.0
556,5597,Damaged,2025-12-26,19643.96
557,5611,Damaged,2026-04-03,20924.96
558,5652,Damaged,2026-07-29,25159.14
559,5655,Damaged,2026-05-30,6764.67
560,5660,Damaged,2026-07-24,7910.8
561,5661,Damaged,2026-02-03,7243.32
562,5665,Damaged,2026-04-19,5110.73
563,5672,Damaged,2026-02-04,13212.66
564,5705,Damaged,2025-11-15,11566.91
565,5716,Damaged,2025-09-30,15046.13
566,5719,Damaged,2026-02-16,1831.56
567,5768,Damaged,2026-05-06,5018.72
568,5771,Damaged,2026-01-17,4720.69
569,5782,Damaged,2026-06-13,5924.52
570,5786,Damaged,2026-01-12,30774.66
571,5788,Damaged,2026-05-12,10179.54
572,5791,Damaged,2025-09-05,7202.23
573,5795,Damaged,2026-07-22,8848.5
574,5816,Damaged,2026-03-06,3464.75
575,5818,Damaged,2025-12-11,30768.6
576,5819,Damaged,2026-06-10,10005.69
577,5829,Damaged,2026-05-21,5411.52
578,5839,Damaged,2026-04-16,2364.4
579,5846,Damaged,2026-02-19,4389.97
580,5860,Damaged,2026-07-28,22516.22
581,5864,Damaged,2025-10-06,1889.66
582,5867,Damaged,2025-08-07,3803.4
583,5875,Damaged,2025-08-29,9707.16
584,5882,Damaged,2025-08-11,545.95
585,5883,Damaged,2026-03-12,16374.91
586,5891,Damaged,2026-02-24,482.74
587,5893,Damaged,2026-07-21,12532.52
588,5901,Damaged,2026-04-09,4070.33
589,5904,Damaged,2026-05-12,3956.11
590,5906,Damaged,2026-03-30,9285.9
591,5914,Damaged,2025-11-24,16291.98
592,5928,Damaged,2026-05-06,7458.94
593,5929,Damaged,2026-04-20,2513.67
594,5934,Damaged,2026-02-27,12283.63
595,5952,Damaged,2026-02-25,12568.25
596,5957,Damaged,2026-06-23,19711.59
597,5979,Damaged,2026-02-21,18342.46
598,5992,Damaged,2026-03-12,781.41
599,5998,Damaged,2026-03-06,3010.46
600,5999,Damaged,2026-07-07,8496.45
601,6000,Damaged,2026-05-14,17346.82
602,6001,Damaged,2026-03-24,16709.12
603,6036,Damaged,2026-04-15,907.32
604,6071,Damaged,2026-06-16,6374.28
605,6073,Damaged,2025-11-18,5085.18
606,6116,Damaged,2025-08-17,2291.33
607,6118,Damaged,2026-06-13,5117.06
608,6143,Damaged,2026-01-17,7144.55
609,6168,Damaged,2026-01-10,1541.77
610,6176,Damaged,2025-10-29,10373.55
611,6195,Damaged,2025-08-19,20116.91
612,6196,Damaged,2025-11-09,5086.74
613,6199,Damaged,2025-11-10,3813.39
614,6212,Damaged,2025-10-05,28510.17
615,6229,Damaged,2026-03-22,2593.36
616,6238,Damaged,2026-06-05,7792.75
617,6252,Damaged,2026-05-23,9442.49
618,6253,Damaged,2026-03-26,6116.99
619,6254,Damaged,2026-04-11,1346.27
620,6258,Damaged,2025-10-17,1357.56
621,6266,Damaged,2025-11-17,6068.31
622,6277,Damaged,2026-07-27,20112.76
623,6289,Damaged,2026-03-24,5199.03
624,6322,Damaged,2025-12-22,2788.02
625,6331,Damaged,2026-07-17,4400.37
626,6334,Damaged,2025-08-08,2273.28
627,6336,Damaged,2026-02-22,1353.74
628,6338,Damaged,2025-09-04,2961.2
629,6351,Damaged,2025-08-30,22028.55
630,6363,Damaged,2026-07-27,9023.87
631,6365,Damaged,2025-08-31,479.09
632,6368,Damaged,2026-05-11,4530.68
633,6379,Damaged,2025-09-12,5767.74
634,6384,Damaged,2026-01-30,1064.66
635,6388,Damaged,2026-04-12,2711.09
636,6389,Damaged,2025-12-03,6187.73
637,6390,Damaged,2025-11-22,7159.1
638,6394,Damaged,2026-04-17,2557.09
639,6401,Damaged,2026-06-24,14248.64
640,6420,Damaged,2026-01-28,4918.74
