order_item_id,order_id,product_id,quantity,unit_price,discount,sales,profit
57,28,56,4,4864.07,10.7,19445.58,3709.58
58,28,110,1,1172.22,15.91,1156.31,299.31
59,29,115,2,2618.2,4.58,5231.82,1919.82
60,29,20,3,303.07,14.83,894.38,186.38
61,30,181,1,3227.71,12.42,3215.29,654.29
62,30,25,3,1979.19,0.89,5936.68,2006.68
63,30,111,4,2962.45,12.19,11837.61,2641.61
64,31,172,2,5175.17,0.55,10349.79,1613.79
65,31,19,2,5980.37,0.92,11959.82,3735.82
66,32,141,3,3818.5,2.53,11452.97,1399.97
67,33,145,4,792.87,16.84,3154.64,918.64
68,34,166,2,1355.22,15.08,2695.36,325.36
69,34,130,2,7243.63,11.87,14475.39,5393.39
70,34,138,3,5451.69,18.29,16336.78,5455.78
71,35,110,2,1172.22,16.04,2328.4,614.4
72,36,73,2,5457.97,19.47,10896.47,1454.47
73,37,86,4,1091.11,6.05,4358.39,1330.39
74,37,80,2,4102.63,5.98,8199.28,1513.28
75,38,150,4,6284.22,3.17,25133.71,6941.71
76,39,21,2,6119.99,13.86,12226.12,2464.12
77,39,168,4,360.61,14.55,1427.89,167.89
78,39,166,4,1355.22,14.17,5406.71,666.71
79,40,193,3,5092.0,5.94,15270.06,1611.06
80,41,162,3,3776.05,17.2,11310.95,3753.95
81,42,133,4,1476.81,3.3,5903.94,555.94
82,42,97,3,6749.43,9.53,20238.76,7557.76
83,43,193,3,5092.0,4.46,15271.54,1612.54
84,43,174,1,1465.47,16.7,1448.77,153.77
85,44,13,2,5553.96,5.4,11102.52,2562.52
86,44,5,3,1844.85,2.51,5532.04,1941.04
87,44,108,1,1550.46,12.53,1537.93,339.93
88,45,74,1,2434.43,12.03,2422.4,666.4
89,45,91,4,4930.64,4.56,19718.0,4226.0
90,45,74,2,2434.43,8.11,4860.75,1348.75
91,46,36,2,5135.84,7.32,10264.36,2204.36
92,46,9,2,3616.76,8.25,7225.27,2443.27
93,46,14,1,488.44,14.36,474.08,56.08
94,47,16,1,1573.66,13.58,1560.08,315.08
95,47,62,1,2352.48,18.88,2333.6,201.6
96,47,118,2,5356.59,16.39,10696.79,2858.79
97,48,67,4,3825.3,19.2,15282.0,4694.0
98,49,4,1,4963.98,12.68,4951.3,455.3
99,49,33,2,4863.47,4.35,9722.59,1590.59
100,49,136,3,3836.46,8.97,11500.41,1093.41
101,50,148,2,2839.22,16.68,5661.76,1999.76
102,51,196,3,638.3,12.33,1902.57,516.57
103,51,178,4,244.03,15.75,960.37,340.37
104,51,22,3,4915.03,4.98,14740.11,2779.11
105,52,43,4,2515.73,15.38,10047.54,1807.54
106,53,120,2,1361.78,8.05,2715.51,901.51
107,53,185,2,3574.96,2.86,7147.06,967.06
108,54,10,1,1249.33,8.65,1240.68,167.68
109,54,105,1,4856.31,17.29,4839.02,860.02
110,54,78,2,1600.82,9.03,3192.61,832.61
111,55,181,3,3227.71,6.36,9676.77,1993.77
112,55,14,3,488.44,3.52,1461.8,207.8
113,55,103,4,5536.18,11.97,22132.75,4548.75
114,56,16,4,1573.66,8.86,6285.78,1305.78
115,56,69,2,1797.42,12.44,3582.4,874.4
116,56,60,4,5461.59,11.75,21834.61,4550.61
117,57,190,2,3100.22,15.82,6184.62,1846.62
118,58,132,4,198.54,11.16,783.0,175.0
119,59,51,2,5007.82,16.54,9999.1,3295.1
120,59,26,2,7539.95,4.93,15074.97,5494.97
121,60,71,3,2797.48,4.97,8387.47,2720.47
122,61,54,1,6094.37,3.62,6090.75,2268.75
123,61,80,1,4102.63,16.9,4085.73,742.73
124,61,195,4,3047.63,18.67,12171.85,3639.85
125,62,138,3,5451.69,3.82,16351.25,5470.25
126,62,41,1,2657.03,4.83,2652.2,897.2
127,62,83,1,4426.65,8.0,4418.65,451.65
128,63,84,1,1792.84,16.38,1776.46,567.46
129,64,94,3,5544.85,6.49,16628.06,1733.06
130,65,151,3,2964.55,12.68,8880.97,852.97
131,66,39,2,552.25,17.91,1086.59,198.59
132,66,173,3,1527.03,18.93,4562.16,851.16
133,67,21,2,6119.99,7.43,12232.55,2470.55
134,68,34,3,5835.24,4.65,17501.07,3488.07
135,69,125,1,2559.2,11.73,2547.47,563.47
136,70,89,1,454.52,6.99,447.53,161.53
137,70,187,3,504.48,12.22,1501.22,541.22
138,70,196,1,638.3,12.33,625.97,163.97
139,71,86,4,1091.11,17.17,4347.27,1319.27
140,72,32,4,5678.29,8.64,22704.52,4836.52
141,72,132,2,198.54,19.61,377.47,73.47
142,73,111,1,2962.45,14.9,2947.55,648.55
143,74,172,3,5175.17,17.84,15507.67,2403.67
144,75,81,2,5497.32,0.19,10994.45,1320.45
145,76,112,1,650.07,6.25,643.82,220.82
146,76,15,3,5784.26,12.14,17340.64,4278.64
147,77,92,4,1142.9,11.91,4559.69,463.69
148,77,20,3,303.07,3.8,905.41,197.41
149,77,109,1,3992.5,18.26,3974.24,1169.24
150,78,196,1,638.3,2.19,636.11,174.11
151,78,73,4,5457.97,14.65,21817.23,2933.23
152,78,188,2,5532.23,12.0,11052.46,3670.46
153,79,135,1,4537.82,10.76,4527.06,431.06
154,79,72,4,5828.14,13.13,23299.43,5683.43
155,79,63,1,5551.59,8.15,5543.44,1784.44
156,80,138,3,5451.69,1.77,16353.3,5472.3
157,80,91,4,4930.64,18.62,19703.94,4211.94
158,80,90,1,4881.97,13.22,4868.75,1294.75
159,81,195,2,3047.63,7.6,6087.66,1821.66
160,81,9,1,3616.76,9.58,3607.18,1216.18
161,82,41,1,2657.03,14.48,2642.55,887.55
162,82,29,3,6088.79,8.95,18257.42,6368.42
163,83,54,3,6094.37,8.4,18274.71,6808.71
164,83,133,2,1476.81,14.54,2939.08,265.08
165,84,137,2,7130.26,0.99,14259.53,5283.53
166,85,134,3,3568.12,2.06,10702.3,1231.3
167,85,73,2,5457.97,8.23,10907.71,1465.71
168,86,100,4,4359.62,5.27,17433.21,3485.21
169,86,112,4,650.07,10.54,2589.74,897.74
170,87,96,1,2765.79,17.37,2748.42,729.42
171,87,126,1,6579.87,1.68,6578.19,1968.19
172,88,12,3,4572.81,13.38,13705.05,4420.05
173,88,103,2,5536.18,19.94,11052.42,2260.42
174,89,129,1,1819.36,18.32,1801.04,555.04
175,90,151,2,2964.55,0.33,5928.77,576.77
176,91,136,3,3836.46,8.57,11500.81,1093.81
177,91,55,2,6404.04,15.41,12792.67,4500.67
178,92,62,1,2352.48,13.54,2338.94,206.94
179,92,127,4,6494.51,2.17,25975.87,9567.87
180,93,28,3,5032.36,5.66,15091.42,4645.42
181,93,40,1,5316.39,17.04,5299.35,1576.35
182,94,15,2,5784.26,19.08,11549.44,2841.44
183,94,75,3,4256.43,6.42,12762.87,4401.87
184,94,88,3,5157.4,11.8,15460.4,2164.4
185,95,185,1,3574.96,13.32,3561.64,471.64
186,95,141,2,3818.5,11.36,7625.64,923.64
187,95,162,4,3776.05,4.74,15099.46,5023.46
188,96,80,4,4102.63,1.95,16408.57,3036.57
189,97,198,3,2599.54,4.97,7793.65,2039.65
190,98,16,1,1573.66,0.6,1573.06,328.06
191,98,58,3,315.69,3.15,943.92,298.92
192,98,58,1,315.69,9.83,305.86,90.86
193,99,28,4,5032.36,19.83,20109.61,6181.61
194,99,165,4,3471.22,6.28,13878.6,3378.6
195,100,40,4,5316.39,13.86,21251.7,6359.7
196,100,134,4,3568.12,3.14,14269.34,1641.34
197,101,200,3,4099.17,12.64,12284.87,2792.87
198,101,43,2,2515.73,5.0,5026.46,906.46
199,102,10,3,1249.33,7.64,3740.35,521.35
200,102,27,2,336.73,7.19,666.27,156.27
201,103,145,1,792.87,16.52,776.35,217.35
202,103,133,2,1476.81,15.44,2938.18,264.18
203,103,4,3,4963.98,1.39,14890.55,1402.55
204,104,182,1,3177.71,17.0,3160.71,487.71
205,105,125,3,2559.2,15.43,7662.17,1710.17
206,106,9,4,3616.76,15.99,14451.05,4887.05
207,106,84,2,1792.84,9.47,3576.21,1158.21
208,106,142,3,5775.74,6.05,17321.17,3137.17
209,107,41,3,2657.03,13.88,7957.21,2692.21
210,108,140,4,5410.03,3.83,21636.29,3988.29
211,108,119,2,2869.36,9.24,5729.48,1245.48
212,108,11,2,4727.45,18.86,9436.04,3122.04
213,109,137,1,7130.26,13.91,7116.35,2628.35
214,110,162,1,3776.05,18.4,3757.65,1238.65
215,110,155,2,4794.0,13.39,9574.61,3086.61
216,111,22,1,4915.03,5.27,4909.76,922.76
217,111,24,1,2037.73,16.62,2021.11,525.11
218,112,33,3,4863.47,16.94,14573.47,2375.47
219,112,169,2,6981.12,17.77,13944.47,3964.47
220,112,105,2,4856.31,5.79,9706.83,1748.83
221,113,68,1,2309.06,5.62,2303.44,394.44
222,114,133,1,1476.81,2.22,1474.59,137.59
223,115,163,1,2701.47,6.24,2695.23,400.23
224,115,88,1,5157.4,13.95,5143.45,711.45
225,115,81,1,5497.32,8.9,5488.42,651.42
226,116,80,3,4102.63,9.01,12298.88,2269.88
227,117,1,3,6087.96,15.85,18248.03,6713.03
228,117,99,4,3956.07,2.0,15822.28,5534.28
229,118,118,2,5356.59,1.38,10711.8,2873.8
230,118,68,3,2309.06,15.26,6911.92,1184.92
231,118,81,4,5497.32,2.5,21986.78,2638.78
232,119,84,4,1792.84,11.99,7159.37,2323.37
233,119,117,3,2834.64,0.55,8503.37,2323.37
234,120,68,3,2309.06,12.36,6914.82,1187.82
235,120,135,4,4537.82,0.07,18151.21,1767.21
236,121,156,1,6188.4,14.16,6174.24,1972.24
237,122,74,1,2434.43,3.72,2430.71,674.71
238,122,77,1,5661.33,0.09,5661.24,1381.24
239,122,58,2,315.69,8.53,622.85,192.85
240,123,60,1,5461.59,14.06,5447.53,1126.53
241,123,90,4,4881.97,18.51,19509.37,5213.37
242,124,176,1,3397.33,1.62,3395.71,1234.71
243,125,104,3,1652.43,5.91,4951.38,985.38
244,125,43,3,2515.73,4.52,7542.67,1362.67
245,125,74,1,2434.43,1.23,2433.2,677.2
246,126,103,4,5536.18,11.99,22132.73,4548.73
247,126,97,3,6749.43,10.18,20238.11,7557.11
248,126,120,1,1361.78,17.96,1343.82,436.82
249,127,7,1,5629.83,18.43,5611.4,909.4
250,128,2,1,3361.74,8.89,3352.85,362.85
251,128,196,2,638.3,13.08,1263.52,339.52
252,129,153,2,3013.31,16.18,6010.44,908.44
253,129,10,4,1249.33,10.56,4986.76,694.76
254,130,114,1,4077.29,11.47,4065.82,1482.82
255,131,10,3,1249.33,12.32,3735.67,516.67
256,132,69,3,1797.42,5.87,5386.39,1324.39
257,133,86,4,1091.11,8.95,4355.49,1327.49
258,133,60,3,5461.59,13.27,16371.5,3408.5
259,134,88,3,5157.4,18.8,15453.4,2157.4
260,134,28,4,5032.36,15.52,20113.92,6185.92
261,134,55,2,6404.04,7.2,12800.88,4508.88
262,135,80,2,4102.63,7.69,8197.57,1511.57
263,136,55,4,6404.04,14.35,25601.81,9017.81
264,136,158,4,6464.49,12.95,25845.01,5929.01
265,137,117,2,2834.64,19.23,5650.05,1530.05
266,138,178,2,244.03,5.46,482.6,172.6
267,138,186,2,7914.83,18.58,15811.08,5909.08
268,139,144,3,4410.54,16.92,13214.7,2954.7
269,139,85,2,4281.36,16.71,8546.01,2080.01
270,139,123,4,3078.2,11.07,12301.73,3357.73
271,140,180,1,3738.11,19.82,3718.29,876.29
272,140,71,2,2797.48,15.82,5579.14,1801.14
273,141,156,4,6188.4,8.81,24744.79,7936.79
274,141,2,3,3361.74,7.28,10077.94,1107.94
275,142,59,3,1997.79,9.25,5984.12,938.12
276,142,184,1,2633.24,7.77,2625.47,540.47
277,143,179,2,4824.55,18.69,9630.41,3206.41
278,143,68,4,2309.06,6.05,9230.19,1594.19
279,144,137,4,7130.26,0.31,28520.73,10568.73
280,144,170,3,250.43,7.21,744.08,141.08
281,144,60,2,5461.59,5.01,10918.17,2276.17
282,145,26,4,7539.95,7.95,30151.85,10991.85
283,145,39,3,552.25,6.44,1650.31,318.31
284,145,167,1,6421.3,6.59,6414.71,1752.71
285,146,100,1,4359.62,0.14,4359.48,872.48
286,147,171,1,7270.84,1.66,7269.18,2586.18
287,148,107,1,5511.95,16.92,5495.03,2015.03
288,149,67,3,3825.3,19.36,11456.54,3515.54
289,149,161,1,2333.99,2.79,2331.2,710.2
290,149,60,1,5461.59,0.94,5460.65,1139.65
291,150,36,2,5135.84,10.62,10261.06,2201.06
292,150,97,1,6749.43,15.28,6734.15,2507.15
293,150,182,4,3177.71,9.56,12701.28,2009.28
294,151,19,1,5980.37,5.27,5975.1,1863.1
295,152,127,4,6494.51,18.97,25959.07,9551.07
296,153,93,3,278.24,14.49,820.23,136.23
297,153,36,2,5135.84,19.76,10251.92,2191.92
298,154,141,2,3818.5,17.58,7619.42,917.42
299,154,55,1,6404.04,10.53,6393.51,2247.51
300,154,74,1,2434.43,9.61,2424.82,668.82
301,155,161,2,2333.99,16.57,4651.41,1409.41
302,155,106,3,1926.7,15.29,5764.81,1918.81
303,155,112,2,650.07,8.47,1291.67,445.67
304,156,157,1,1186.69,8.28,1178.41,278.41
305,156,71,1,2797.48,16.73,2780.75,891.75
306,156,148,1,2839.22,14.26,2824.96,993.96
307,157,46,3,7321.91,2.8,21962.93,8138.93
308,157,39,4,552.25,16.1,2192.9,416.9
309,157,45,4,4565.43,17.76,18243.96,2367.96
310,158,67,3,3825.3,16.91,11458.99,3517.99
311,158,48,3,3393.83,3.7,10177.79,1984.79
312,158,195,3,3047.63,5.16,9137.73,2738.73
313,159,195,2,3047.63,16.03,6079.23,1813.23
314,159,110,4,1172.22,10.15,4678.73,1250.73
315,160,20,3,303.07,15.66,893.55,185.55
316,161,110,3,1172.22,0.49,3516.17,945.17
317,162,83,4,4426.65,9.58,17697.02,1829.02
318,163,180,3,3738.11,11.88,11202.45,2676.45
319,163,178,1,244.03,15.42,228.61,73.61
320,164,43,4,2515.73,10.61,10052.31,1812.31
321,164,14,2,488.44,18.45,958.43,122.43
322,164,177,2,2260.51,0.32,4520.7,1118.7
323,165,61,4,2566.03,3.37,10260.75,3808.75
324,165,186,4,7914.83,7.91,31651.41,11847.41
325,166,49,3,5840.98,10.17,17512.77,3103.77
326,167,45,3,4565.43,6.89,13689.4,1782.4
327,168,126,4,6579.87,15.39,26304.09,7864.09
328,168,147,2,1363.26,12.03,2714.49,952.49
329,168,126,3,6579.87,15.27,19724.34,5894.34
330,169,38,3,5028.62,14.4,15071.46,5075.46
331,169,22,1,4915.03,1.29,4913.74,926.74
332,169,101,4,7616.13,0.24,30464.28,10680.28
333,170,38,3,5028.62,7.86,15078.0,5082.0
334,170,111,1,2962.45,2.07,2960.38,661.38
335,171,75,2,4256.43,4.11,8508.75,2934.75
336,171,4,1,4963.98,7.23,4956.75,460.75
337,171,9,2,3616.76,11.56,7221.96,2439.96
338,172,164,2,3449.26,10.23,6888.29,1500.29
339,172,44,1,2260.37,0.79,2259.58,252.58
340,173,134,2,3568.12,1.66,7134.58,820.58
341,173,59,4,1997.79,19.63,7971.53,1243.53
342,173,75,3,4256.43,2.99,12766.3,4405.3
343,174,2,1,3361.74,12.34,3349.4,359.4
344,175,76,2,2598.97,10.9,5187.04,1623.04
345,175,173,1,1527.03,8.74,1518.29,281.29
346,175,126,4,6579.87,15.24,26304.24,7864.24
347,176,84,1,1792.84,3.14,1789.7,580.7
348,176,84,3,1792.84,6.64,5371.88,1744.88
349,177,5,3,1844.85,17.7,5516.85,1925.85
350,178,159,3,3489.26,13.77,10454.01,3437.01
351,179,33,2,4863.47,8.59,9718.35,1586.35
352,179,177,1,2260.51,0.26,2260.25,559.25
353,179,116,2,3021.59,2.58,6040.6,1866.6
354,180,191,2,933.8,0.06,1867.54,457.54
355,181,70,2,5087.1,17.54,10156.66,3144.66
356,181,51,4,5007.82,6.62,20024.66,6616.66
357,181,30,4,5234.76,15.35,20923.69,3527.69
358,182,8,1,907.81,17.42,890.39,188.39
359,182,57,1,2097.22,8.44,2088.78,657.78
360,182,110,4,1172.22,16.72,4672.16,1244.16
361,183,79,1,789.02,4.97,784.05,212.05
362,183,66,3,4903.31,5.57,14704.36,2968.36
363,183,5,4,1844.85,1.99,7377.41,2589.41
364,184,119,1,2869.36,0.61,2868.75,626.75
365,184,75,3,4256.43,11.05,12758.24,4397.24
366,184,187,1,504.48,9.8,494.68,174.68
367,185,106,2,1926.7,10.31,3843.09,1279.09
368,185,76,1,2598.97,2.38,2596.59,814.59
369,185,5,4,1844.85,12.31,7367.09,2579.09
370,186,26,2,7539.95,2.44,15077.46,5497.46
371,186,182,3,3177.71,7.45,9525.68,1506.68
372,187,42,2,2717.08,13.21,5420.95,770.95
373,187,13,3,5553.96,10.06,16651.82,3841.82
374,187,117,4,2834.64,12.72,11325.84,3085.84
375,188,190,1,3100.22,19.09,3081.13,912.13
376,188,79,4,789.02,19.9,3136.18,848.18
377,189,192,2,6331.66,11.92,12651.4,2913.4
378,189,28,1,5032.36,2.32,5030.04,1548.04
379,190,84,3,1792.84,10.13,5368.39,1741.39
380,191,119,4,2869.36,14.08,11463.36,2495.36
381,192,103,1,5536.18,4.42,5531.76,1135.76
382,193,137,1,7130.26,19.39,7110.87,2622.87
383,193,92,1,1142.9,14.13,1128.77,104.77
384,194,140,4,5410.03,1.35,21638.77,3990.77
385,195,34,2,5835.24,12.18,11658.3,2316.3
386,195,95,3,3093.45,19.19,9261.16,2949.16
387,196,188,3,5532.23,11.93,16584.76,5511.76
388,196,84,3,1792.84,11.27,5367.25,1740.25
389,196,114,4,4077.29,11.99,16297.17,5965.17
390,197,28,2,5032.36,15.71,10049.01,3085.01
391,198,58,1,315.69,14.17,301.52,86.52
392,198,120,4,1361.78,19.43,5427.69,1799.69
393,198,65,3,4404.24,15.34,13197.38,4062.38
394,199,100,1,4359.62,10.99,4348.63,861.63
395,200,136,4,3836.46,18.23,15327.61,1451.61
396,200,194,1,7044.36,17.56,7026.8,2062.8
397,201,47,1,5349.54,15.53,5334.01,1338.01
398,202,134,4,3568.12,1.22,14271.26,1643.26
399,202,51,3,5007.82,9.17,15014.29,4958.29
400,202,19,2,5980.37,13.43,11947.31,3723.31
401,203,151,2,2964.55,0.14,5928.96,576.96
402,203,127,3,6494.51,7.81,19475.72,7169.72
403,203,30,2,5234.76,14.61,10454.91,1756.91
404,204,123,2,3078.2,9.33,6147.07,1675.07
405,204,85,4,4281.36,18.7,17106.74,4174.74
406,204,57,2,2097.22,10.42,4184.02,1322.02
407,205,133,3,1476.81,17.65,4412.78,401.78
408,205,94,4,5544.85,10.25,22169.15,2309.15
409,205,198,3,2599.54,15.52,7783.1,2029.1
410,206,102,2,6271.36,1.02,12541.7,3235.7
411,206,146,1,6386.06,12.9,6373.16,2179.16
412,207,151,3,2964.55,12.31,8881.34,853.34
413,207,187,3,504.48,15.64,1497.8,537.8
414,208,165,3,3471.22,17.39,10396.27,2521.27
415,208,29,1,6088.79,9.04,6079.75,2116.75
416,208,44,4,2260.37,2.71,9038.77,1010.77
417,209,73,2,5457.97,5.95,10909.99,1467.99
418,209,91,1,4930.64,13.79,4916.85,1043.85
419,210,67,2,3825.3,6.82,7643.78,2349.78
420,210,132,2,198.54,18.42,378.66,74.66
421,210,161,1,2333.99,9.24,2324.75,703.75
422,211,110,3,1172.22,10.13,3506.53,935.53
423,211,130,2,7243.63,18.44,14468.82,5386.82
424,211,107,1,5511.95,7.57,5504.38,2024.38
425,212,79,1,789.02,9.78,779.24,207.24
426,213,15,4,5784.26,13.04,23124.0,5708.0
427,214,120,4,1361.78,19.15,5427.97,1799.97
428,214,176,2,3397.33,6.33,6788.33,2466.33
429,214,161,1,2333.99,9.84,2324.15,703.15
430,215,150,2,6284.22,2.97,12565.47,3469.47
431,215,183,3,3649.52,5.65,10942.91,3481.91
432,216,105,3,4856.31,2.6,14566.33,2629.33
433,217,197,1,4180.68,14.56,4166.12,540.12
434,217,196,2,638.3,18.59,1258.01,334.01
435,217,101,3,7616.13,3.91,22844.48,8006.48
436,218,178,3,244.03,16.18,715.91,250.91
437,218,116,2,3021.59,5.25,6037.93,1863.93
438,219,36,2,5135.84,4.91,10266.77,2206.77
439,220,75,4,4256.43,15.84,17009.88,5861.88
440,221,150,2,6284.22,14.21,12554.23,3458.23
441,222,178,4,244.03,19.73,956.39,336.39
442,222,39,1,552.25,0.82,551.43,107.43
443,223,19,2,5980.37,8.36,11952.38,3728.38
444,223,93,3,278.24,15.99,818.73,134.73
445,224,197,2,4180.68,2.16,8359.2,1107.2
446,225,153,1,3013.31,19.13,2994.18,443.18
447,225,174,1,1465.47,16.85,1448.62,153.62
448,225,113,4,5653.4,2.07,22611.53,3899.53
449,226,139,2,1210.99,13.12,2408.86,630.86
450,227,99,3,3956.07,5.67,11862.54,4146.54
451,227,91,2,4930.64,13.42,9847.86,2101.86
452,228,95,3,3093.45,16.23,9264.12,2952.12
453,228,86,1,1091.11,2.52,1088.59,331.59
454,229,86,4,1091.11,0.13,4364.31,1336.31
455,229,197,3,4180.68,18.46,12523.58,1645.58
456,229,166,2,1355.22,9.76,2700.68,330.68
457,230,148,1,2839.22,5.26,2833.96,1002.96
458,231,8,2,907.81,13.89,1801.73,397.73
459,232,145,4,792.87,14.42,3157.06,921.06
460,232,37,4,1522.64,17.8,6072.76,1680.76
461,233,176,2,3397.33,2.99,6791.67,2469.67
462,234,87,1,3417.67,8.01,3409.66,461.66
463,234,156,1,6188.4,8.63,6179.77,1977.77
464,235,7,1,5629.83,19.12,5610.71,908.71
465,235,45,1,4565.43,1.12,4564.31,595.31
466,236,65,3,4404.24,12.23,13200.49,4065.49
467,237,122,2,7212.86,18.25,14407.47,4991.47
468,237,187,1,504.48,11.02,493.46,173.46
469,237,61,2,2566.03,11.76,5120.3,1894.3
470,238,190,2,3100.22,11.56,6188.88,1850.88
471,239,157,2,1186.69,2.25,2371.13,571.13
472,239,58,1,315.69,9.61,306.08,91.08
473,239,107,1,5511.95,17.32,5494.63,2014.63
474,240,38,2,5028.62,13.05,10044.19,3380.19
475,241,47,4,5349.54,15.59,21382.57,5398.57
476,241,159,3,3489.26,9.82,10457.96,3440.96
477,242,43,2,2515.73,1.24,5030.22,910.22
478,242,41,1,2657.03,19.2,2637.83,882.83
479,243,108,1,1550.46,18.03,1532.43,334.43
480,244,108,3,1550.46,10.07,4641.31,1047.31
481,244,190,3,3100.22,9.82,9290.84,2783.84
482,244,146,4,6386.06,16.37,25527.87,8751.87
483,245,110,3,1172.22,8.8,3507.86,936.86
484,245,66,3,4903.31,3.54,14706.39,2970.39
485,245,116,4,3021.59,13.9,12072.46,3724.46
486,246,138,3,5451.69,0.28,16354.79,5473.79
487,246,179,3,4824.55,8.33,14465.32,4829.32
488,246,118,1,5356.59,19.88,5336.71,1417.71
489,247,132,4,198.54,19.07,775.09,167.09
490,247,79,2,789.02,7.98,1570.06,426.06
491,247,154,2,4728.41,10.25,9446.57,2872.57
492,248,176,1,3397.33,14.15,3383.18,1222.18
493,248,66,1,4903.31,8.75,4894.56,982.56
494,249,127,1,6494.51,12.91,6481.6,2379.6
495,250,86,4,1091.11,14.57,4349.87,1321.87
496,251,3,2,7696.6,1.49,15391.71,5403.71
497,251,165,4,3471.22,7.56,13877.32,3377.32
498,251,148,3,2839.22,12.72,8504.94,3011.94
499,252,135,2,4537.82,17.95,9057.69,865.69
500,252,195,3,3047.63,2.67,9140.22,2741.22
501,252,61,3,2566.03,13.45,7684.64,2845.64
502,253,5,1,1844.85,11.54,1833.31,636.31
503,253,158,3,6464.49,11.12,19382.35,4445.35
504,254,180,1,3738.11,9.43,3728.68,886.68
505,255,176,4,3397.33,9.72,13579.6,4935.6
506,255,94,2,5544.85,0.79,11088.91,1158.91
507,255,27,1,336.73,9.43,327.3,72.3
508,256,58,2,315.69,8.49,622.89,192.89
509,256,96,4,2765.79,11.94,11051.22,2975.22
510,257,166,3,1355.22,8.25,4057.41,502.41
511,258,18,1,6294.01,0.7,6293.31,1330.31
512,258,1,1,6087.96,13.53,6074.43,2229.43
513,259,128,3,2167.32,0.56,6501.4,2067.4
514,260,13,2,5553.96,6.96,11100.96,2560.96
515,260,122,2,7212.86,13.72,14412.0,4996.0
516,261,181,2,3227.71,0.66,6454.76,1332.76
517,262,45,4,4565.43,7.29,18254.43,2378.43
518,262,155,4,4794.0,5.38,19170.62,6194.62
519,262,178,3,244.03,12.8,719.29,254.29
520,263,83,4,4426.65,14.96,17691.64,1823.64
521,263,195,2,3047.63,6.93,6088.33,1822.33
522,264,175,3,4435.81,13.38,13294.05,2647.05
523,264,73,1,5457.97,8.09,5449.88,728.88
524,264,200,2,4099.17,8.82,8189.52,1861.52
525,265,94,1,5544.85,18.01,5526.84,561.84
526,265,62,4,2352.48,18.75,9391.17,863.17
