product_id,product_name,revenue,profit,quantity,revenue_percentage,cumulative_percentage,ABC_class
7,Product 7,742608.61,121944.61,132,0.8007399613219865,34.21117175826619,A
18,Product 18,742164.72,156530.72,118,0.8002613236430737,35.01143308190926,A
188,Product 188,735289.2,244386.2,133,0.7928475884065962,35.804280670315855,A
175,Product 175,709080.9,141240.9,160,0.7645877044708107,36.56886837478667,A
88,Product 88,705939.65,98755.65,137,0.7612005576351408,37.33006893242181,A
158,Product 158,704168.45,161457.45,109,0.7592907082199912,38.0893596406418,A
40,Product 40,701229.02,209793.02,132,0.756121179840151,38.84548082048195,A
1,Product 1,693640.45,255310.45,114,0.7479385770983256,39.59341939758028,A
150,Product 150,684525.83,188793.83000000002,109,0.7381104652666238,40.3315298628469,A
30,Product 30,679963.38,114593.38,130,0.7331908669919236,41.064720729838825,A
142,Product 142,675248.55,122072.55,117,0.7281069604212206,41.79282769026005,A
55,Product 55,671984.24,236654.24,105,0.7245871204571471,42.51741481071719,A
135,Product 135,671084.34,64876.34,148,0.723616776346548,43.24103158706374,A
138,Product 138,670049.75,223928.75,123,0.722501198711939,43.963532785775676,A
91,Product 91,669997.26,143269.26,136,0.7224445997983204,44.685977385574,A
4,Product 4,664688.42,62224.42,134,0.7167201841653471,45.402697569739345,A
103,Product 103,663877.29,136357.29,120,0.7158455589642911,46.118543128703635,A
47,Product 47,662833.97,167329.97,124,0.7147205679458778,46.83326369664951,A
66,Product 66,656577.91,132369.91,134,0.707974783995934,47.54123848064545,A
75,Product 75,654934.28,225736.28,154,0.7062024907516803,48.247440971397126,A
179,Product 179,650777.3,217157.3,135,0.7017201026409147,48.94916107403804,A
13,Product 13,638268.24,147218.24,115,0.6882318342776182,49.637392908315654,A
193,Product 193,625752.41,65733.41,123,0.674736265959184,50.31212917427484,A
51,Product 51,625481.33,206481.33,125,0.6744439658352799,50.98657314011012,A
50,Product 50,618464.86,216842.86,114,0.6668782470424197,51.653451387152536,A
109,Product 109,618191.39,183416.39,155,0.6665833698294787,52.32003475698202,A
34,Product 34,612300.63,121845.63,105,0.6602314815386103,52.98026623852063,A
56,Product 56,602707.42,114891.42,124,0.6498873157143632,53.630153554234994,A
32,Product 32,595757.5,126722.5,105,0.6423933564509621,54.27254691068595,A
6,Product 6,593984.02,64397.020000000004,171,0.640481048557568,54.91302795924352,A
90,Product 90,580373.88,155067.88,119,0.6258055077269995,55.53883346697052,A
114,Product 114,578436.33,211650.33,142,0.6237162864452,56.162549753415725,A
63,Product 63,576935.55,185999.55,104,0.6220980254891997,56.784647778904926,A
189,Product 189,572935.4400000001,82705.44,117,0.6177847871513306,57.402432566056255,A
200,Product 200,565183.39,128551.39,138,0.6094259072062594,58.011858473262514,A
80,Product 80,561532.37,103541.37,137,0.6054890856097715,58.61734755887228,A
154,Product 154,557456.53,169590.53,118,0.6010941891326697,59.21844174800495,A
70,Product 70,554080.87,171926.87,109,0.5974542826981937,59.81589603070314,A
176,Product 176,553188.48,200945.48,163,0.5964920364698822,60.412388067173026,A
100,Product 100,548783.33,109421.33,126,0.5917420516284493,61.00413011880148,A
81,Product 81,538338.9,64312.9,98,0.5804800323606817,61.58461015116216,A
141,Product 141,537872.58,65381.58,141,0.579977208862899,62.16458736002506,A
77,Product 77,537499.66,130899.66,95,0.5795750967107437,62.7441624567358,A
33,Product 33,529682.82,86488.82,109,0.5711463550088933,63.31530881174469,A
38,Product 38,522538.56,176010.56,104,0.5634428428235522,63.87875165456825,A
11,Product 11,519653.23,172383.23,110,0.5603316493880207,64.43908330395627,A
29,Product 29,517191.12,180336.12,85,0.5576768055852126,64.99676010954148,A
172,Product 172,517083.83,80283.83,100,0.5575611169313331,65.55432122647282,A
45,Product 45,515414.95,66917.95,113,0.5557615971188021,66.11008282359163,A
197,Product 197,513730.64,67732.64,123,0.553945439446924,66.66402826303855,A
155,Product 155,507697.79,163833.79,106,0.5474403383605505,67.21146860139909,A
165,Product 165,506322.41,123072.41,146,0.5459572937079938,67.75742589510709,A
48,Product 48,498264.57,96807.56999999999,147,0.5372686865425871,68.29469458164968,A
183,Product 183,495871.88,157639.88,136,0.5346886969326423,68.82938327858233,A
85,Product 85,487619.77,119057.77,114,0.5257906123248908,69.35517389090722,A
36,Product 36,487540.03,104690.03,95,0.5257046302831315,69.88087852119035,A
2,Product 2,483475.37,52915.37,144,0.5213217889756667,70.40220031016602,B
65,Product 65,475176.05,146316.05,108,0.5123727987723363,70.91457310893836,B
98,Product 98,466620.91,130332.91,124,0.5031479629968607,71.41772107193522,B
136,Product 136,463655.67,43906.67,121,0.49995060421198156,71.9176716761472,B
95,Product 95,463445.22000000003,147845.22,150,0.49972368020034086,72.41739535634754,B
180,Product 180,463031.73,110623.73,124,0.49927782223135353,72.91667317857889,B
124,Product 124,460643.07,91043.07,105,0.4967021780895338,73.41337535666842,B
12,Product 12,456947.08999999997,147447.09,100,0.4927168770273136,73.90609223369574,B
35,Product 35,454049.54,139399.54,175,0.489592507011016,74.39568474070676,B
67,Product 67,450894.47,138548.47,118,0.48619045834668906,74.88187519905344,B
134,Product 134,449137.57,51355.57,126,0.4842960283345638,75.36617122738801,B
83,Product 83,437808.98,45075.98,99,0.47208063708232306,75.83825186447034,B
9,Product 9,429897.58,145368.58,119,0.46354993323012467,76.30180179770046,B
144,Product 144,427433.0,95693.0,97,0.460892426075885,76.76269422377635,B
164,Product 164,420383.17,91715.17,122,0.45329073586450086,77.21598495964085,B
99,Product 99,418849.03,146217.03,106,0.4516365034899766,77.66762146313083,B
195,Product 195,416992.93,124771.93,137,0.4496351081086198,78.11725657123945,B
190,Product 190,414892.02,124246.02,134,0.4473697390171667,78.56462631025661,B
159,Product 159,411305.86,135303.86000000002,118,0.4435028546570534,79.00812916491367,B
162,Product 162,407380.47,135328.47,108,0.4392701853956861,79.44739935030935,B
185,Product 185,407054.61,54794.61,114,0.4389188170971198,79.88631816740647,B
181,Product 181,396478.4,81475.4,123,0.4275147020999436,80.31383286950641,B
118,Product 118,390694.78,104607.78,73,0.4212783407209648,80.73511121022737,B
151,Product 151,373037.44,35861.44,126,0.40223878535054003,81.1373499955779,B
87,Product 87,372036.89,50704.89,109,0.4011599123648084,81.53850990794271,B
161,Product 161,370474.3,112735.3,159,0.39947500292622523,81.93798491086893,B
148,Product 148,368570.69,130540.69,130,0.3974223784653102,82.33540728933424,B
43,Product 43,364306.81,65606.81,145,0.3928247222298383,82.72823201156407,B
111,Product 111,363933.72000000003,81156.72,123,0.3924224267700946,83.12065443833417,B
198,Product 198,363407.49,94887.49,140,0.39185500352159963,83.51250944185577,B
182,Product 182,361869.8,57147.8,114,0.39019694325331755,83.90270638510908,B
115,Product 115,360828.82,132300.82,138,0.38907447540994455,84.29178086051903,B
117,Product 117,356655.27,97095.27,126,0.38457422020070936,84.67635508071973,B
163,Product 163,356085.75,53145.75,132,0.3839601182139682,85.0603151989337,B
41,Product 41,352726.62,119311.62,133,0.3803380357467645,85.44065323468045,B
123,Product 123,350486.05,95582.05,114,0.3779220740800404,85.8185753087605,B
116,Product 116,347069.51,107064.51,115,0.37423808756195387,86.19281339632245,B
149,Product 149,346102.66000000003,37542.66,133,0.37319555260992293,86.56600894893238,B
61,Product 61,340760.28,126231.28,133,0.367434971468038,86.93344392040042,B
71,Product 71,340756.69,110298.69,122,0.3674311004430829,87.3008750208435,B
153,Product 153,339991.56,51728.56,113,0.36660607611888835,87.66748109696239,B
96,Product 96,334246.6,89947.6,121,0.3604114010420718,88.02789249800446,B
128,Product 128,324474.94,102774.94,150,0.3498748161640005,88.37776731416847,B
76,Product 76,321766.63,100798.63,124,0.3469544998419908,88.72472181401045,B
23,Product 23,309361.31,97249.31,108,0.33357809223881624,89.05829990624926,B
177,Product 177,309165.48,76128.48,137,0.33336693267977785,89.39166683892904,B
57,Product 57,305673.29,96747.29000000001,146,0.329601374284853,89.72126821321389,B
62,Product 62,298202.48,27438.48,127,0.3215457497877926,90.04281396300168,C
125,Product 125,293895.92,65735.92,115,0.3169020725648329,90.3597160355665,C
119,Product 119,292271.37,63587.369999999995,102,0.3151503529016773,90.67486638846819,C
68,Product 68,290500.96,49966.96,126,0.3132413553276739,90.98810774379587,C
160,Product 160,276239.87,59759.87,110,0.2978639081755201,91.28597165197138,C
42,Product 42,271315.95,38815.95,100,0.2925545440538833,91.57852619602527,C
121,Product 121,264787.4,58399.4,117,0.2855149396053318,91.8640411356306,C
184,Product 184,257625.33,53295.33,98,0.2777922232544059,92.14183335888501,C
16,Product 16,254353.84,52663.840000000004,162,0.27426464124042244,92.41609800012543,C
44,Product 44,246001.56,27238.559999999998,109,0.26525854533190557,92.68135654545733,C
24,Product 24,237985.38999999998,62953.39,117,0.2566148700912556,92.93797141554859,C
74,Product 74,233263.05,64687.05,96,0.2515228656382648,93.18949428118685,C
25,Product 25,225182.09,75842.09,114,0.2428093286408356,93.43230360982768,C
129,Product 129,219671.59,68905.59,121,0.23686746707682169,93.6691710769045,C
59,Product 59,219235.87,34215.87,110,0.2363976389449512,93.90556871584945,C
5,Product 5,217224.46,75978.46,118,0.2342287759073914,94.13979749175685,C
37,Product 37,215666.74,59750.74,142,0.23254911769207595,94.37234660944893,C
104,Product 104,214240.02,42380.02,130,0.2310107141478223,94.60335732359675,C
173,Product 173,213216.72,40036.72,140,0.2299073102936429,94.8332646338904,C
152,Product 152,211341.96,67869.96,112,0.22788579420875937,95.06115042809915,C
174,Product 174,203192.5,23187.5,139,0.2190983950360039,95.28024882313515,C
106,Product 106,199908.6,66580.6,104,0.2155574315680672,95.49580625470323,C
110,Product 110,190560.46,50869.46,163,0.20547751980669868,95.70128377450992,C
84,Product 84,187820.42,60875.42,105,0.20252298966245394,95.90380676417237,C
78,Product 78,185227.31,48347.31,116,0.19972689118858403,96.10353365536096,C
108,Product 108,184007.95,41445.95,119,0.198412079770982,96.30194573513194,C
120,Product 120,180579.58,59948.58,133,0.19471533720130255,96.49666107233324,C
17,Product 17,177717.09,40341.09,96,0.19162877167941267,96.68828984401266,C
69,Product 69,166747.22,40825.22,93,0.1798001810042962,96.86809002501695,C
139,Product 139,165426.1,43633.1,137,0.17837564382083732,97.0464656688378,C
86,Product 86,163105.85,49555.85,150,0.17587376480914996,97.22233943364695,C
157,Product 157,162072.35,38772.35,137,0.17475936249966653,97.39709879614662,C
10,Product 10,159370.62,22026.62,128,0.17184614125960784,97.56894493740623,C
133,Product 133,156053.13,14331.13,106,0.168268958368763,97.73721389577499,C
53,Product 53,145056.0,52051.0,95,0.1564109737827065,97.8936248695577,C
191,Product 191,142335.06,34470.06,153,0.1534770387851585,98.04710190834285,C
147,Product 147,141342.37,49718.37,104,0.15240664107969057,98.19950854942255,C
92,Product 92,141223.96,14247.960000000001,124,0.15227896195296978,98.35178751137552,C
166,Product 166,140542.95,17302.95,104,0.15154464253663572,98.50333215391215,C
143,Product 143,138297.37,41017.37,128,0.1491232786874535,98.65245543259961,C
145,Product 145,122236.5,35591.5,155,0.13180516487970023,98.7842605974793,C
79,Product 79,106797.28,29005.28,136,0.11515736379153127,98.89941796127083,C
112,Product 112,98246.87,33950.87,152,0.10593762828013298,99.00535558955096,C
8,Product 8,92182.6,20578.6,102,0.09939864763830328,99.10475423718927,C
82,Product 82,89020.14,23710.14,105,0.09598863048528057,99.20074286767455,C
131,Product 131,72872.0,24616.0,128,0.07857641518788182,99.27931928286243,C
89,Product 89,71241.81,26053.81,158,0.07681861402591107,99.35613789688834,C
196,Product 196,68476.22,18580.22,108,0.0738365338294096,99.42997443071775,C
187,Product 187,67623.67,24423.670000000002,135,0.07291724627357982,99.50289167699133,C
39,Product 39,65264.05,12428.05,119,0.07037291538097869,99.5732645923723,C
27,Product 27,54359.28,12794.279999999999,163,0.05861452072942037,99.63187911310172,C
52,Product 52,54185.98,4653.98,122,0.058427654817244774,99.69030676791897,C
58,Product 58,43924.63,13609.63,141,0.047363047039385354,99.73766981495835,C
20,Product 20,42743.35,8995.35,143,0.04608929652158508,99.78375911147994,C
93,Product 93,40935.38,6963.38,149,0.04413979875334441,99.82789891023329,C
14,Product 14,38570.63,5130.63,80,0.041589936284693305,99.86948884651798,C
168,Product 168,33852.76,3927.76,95,0.036502751742997566,99.90599159826098,C
170,Product 170,33807.87,6270.87,137,0.03645434775686045,99.94244594601784,C
178,Product 178,33775.42,11920.42,141,0.03641935757307453,99.97886530359092,C
132,Product 132,19600.38,4248.38,101,0.0211346964090495,99.99999999999997,C
